english	translation	category	sub_category	source
It wasn't supposed to be like this...but you just couldn't let me have my moment. WHY HEWEY WHY!? I loved you...	Não era pra acabar assim...mas você não estava me deixando brilhar no meu momento... POR QUE HEWEY POR QUE? Eu te amava...	dialogue	Abigale	Abigale
The player stabs Abigale.	O jogador esfaqueia Abigale.	dialogue	Abigale	Abigale
You'll never escape me!	Você nunca vai escapar de mim!	dialogue	Abigale	Abigale
In the background, Mandy gets up.	No background, Mandy acorda.	dialogue	Abigale	Abigale
You dare try and ruin my moment!	Você ousa tentar arruinar o meu momento!	dialogue	Abigale	Abigale
Mandy walks toward the Bandos godsword on the table.	Mandy anda em direção à mesa, que contém uma Espada Divina de Bandos.	dialogue	Abigale	Abigale
Hewey is dead because of you!	Hewey morreu por sua causa!	dialogue	Abigale	Abigale
Mandy picks up the Bandos godsword and enters the closet.	Mandy pega a Espada Divina de Bandos e entra no closet.	dialogue	Abigale	Abigale
Now it is time for you to join him!	Agora chegou sua hora de juntar-se à ele!	dialogue	Abigale	Abigale
Mandy comes out of the closet behind Mandy.	Mandy sai do closet atrás de Abigale.	dialogue	Abigale	Abigale
Mandy uses the sword's special attack on Abigale.	Mandy aplica o ataque especial da espada em Abigale.	dialogue	Abigale	Abigale
No....this can't be it....	Não....isso não pode ser o fim....	dialogue	Abigale	Abigale
Abigale dies.	Abigale morre.	dialogue	Abigale	Abigale
What has happened here?	O que aconteceu aqui?	dialogue	Abigale	Abigale
What do you want me to do?	O que você quer que eu faça?	dialogue	Abigale	Abigale
I'm not getting involved.	Eu não vou me envolver nisso.	dialogue	Abigale	Abigale
Help! Help!		dialogue	Hewey	Abigale
We were invited to a house party on an island not far from here... Something felt wrong about the whole thing but we went anyway...		dialogue	Hewey	Abigale
The house seemed pretty creepy, but everything was going fine, we were all having a good time...		dialogue	Hewey	Abigale
...and that's when we got attacked...		dialogue	Hewey	Abigale
Hewey bought me enough time to find an old boat. I went back to get him but it was too late. I'm scared that he won't make it.		dialogue	Hewey	Abigale
You have to do something... they can't get away with this!		dialogue	Hewey	Abigale
That psycho is still out there, you have to bring them to justice.		dialogue	Hewey	Abigale
The boat we escaped on is just over there, you can use it to get to the island.		dialogue	Hewey	Abigale
You just don't get it do you?		dialogue	Hewey	Abigale
So big headed. So used to it all being about you. About you saving the day.		dialogue	Hewey	Abigale
Well I'm sick of it!		dialogue	Hewey	Abigale
Adventurers! You're all the same. Everything always has to be about you.		dialogue	Hewey	Abigale
Of course you wouldn't! Because you can't see past yourself!		dialogue	Hewey	Abigale
Believe it or not... I used to be like you.		dialogue	Hewey	Abigale
I'd hear about some damsel in distress and go to help. To have my moment. For me to be the hero, just for once.		dialogue	Hewey	Abigale
But YOU! You and every other darned adventurer! Every time I get there to help, it's too late. Crisis solved. Disaster averted. Reward claimed. Every time you and those other adventurers steal my moment!		dialogue	Hewey	Abigale
But not this time!		dialogue	Hewey	Abigale
This time, it is all about me! I'm the star of the show! ME ME ME ME ME!		dialogue	Hewey	Abigale
Oh, but there is always a curtain call.		dialogue	Hewey	Abigale
Of course. Every good show needs a good supporting actor. Now, take off your mask darling. Take a bow. You have earned it.		dialogue	Hewey	Abigale
Perhaps not, but neither did I deserve to be cast back into the shadows when I deserve the spotlight!		dialogue	Hewey	Abigale
And now I have my starring role!		dialogue	Hewey	Abigale
Gielinor will forever remember this night and what I have done here.		dialogue	Hewey	Abigale
Quiet Hewey! This is my moment!		dialogue	Hewey	Abigale
Stop ruining this Hewey! I have worked so hard for this and I'm not going to let you take it away from me!		dialogue	Hewey	Abigale
We were never equals! How could you possibly compare to me!?		dialogue	Hewey	Abigale
No....no...what have I done!?		dialogue	Hewey	Abigale
It wasn't supposed to be like this...but you just couldn't let me have my moment. WHY HEWEY WHY!? I loved you...		dialogue	Hewey	Abigale
You just don't get it do you?		dialogue	Killer	Abigale
So big headed. So used to it all being about you. About you saving the day.		dialogue	Killer	Abigale
Well I'm sick of it!		dialogue	Killer	Abigale
Adventurers! You're all the same. Everything always has to be about you.		dialogue	Killer	Abigale
Of course you wouldn't! Because you can't see past yourself!		dialogue	Killer	Abigale
Believe it or not... I used to be like you.		dialogue	Killer	Abigale
I'd hear about some damsel in distress and go to help. To have my moment. For me to be the hero, just for once.		dialogue	Killer	Abigale
But YOU! You and every other darned adventurer! Every time I get there to help, it's too late. Crisis solved. Disaster averted. Reward claimed. Every time you and those other adventurers steal my moment!		dialogue	Killer	Abigale
But not this time!		dialogue	Killer	Abigale
This time, it is all about me! I'm the star of the show! ME ME ME ME ME!		dialogue	Killer	Abigale
Oh, but there is always a curtain call.		dialogue	Killer	Abigale
Of course. Every good show needs a good supporting actor. Now, take off your mask darling. Take a bow. You have earned it.		dialogue	Killer	Abigale
Perhaps not, but neither did I deserve to be cast back into the shadows when I deserve the spotlight!		dialogue	Killer	Abigale
And now I have my starring role!		dialogue	Killer	Abigale
Gielinor will forever remember this night and what I have done here.		dialogue	Killer	Abigale
Quiet Hewey! This is my moment!		dialogue	Killer	Abigale
Stop ruining this Hewey! I have worked so hard for this and I'm not going to let you take it away from me!		dialogue	Killer	Abigale
We were never equals! How could you possibly compare to me!?		dialogue	Killer	Abigale
No....no...what have I done!?		dialogue	Killer	Abigale
It wasn't supposed to be like this...but you just couldn't let me have my moment. WHY HEWEY WHY!? I loved you...		dialogue	Killer	Abigale
You'll never escape me!		dialogue	Mandy	Abigale
You dare try and ruin my moment!		dialogue	Mandy	Abigale
Hewey is dead because of you!		dialogue	Mandy	Abigale
Now it is time for you to join him!		dialogue	Mandy	Abigale
No....this can't be it....		dialogue	Mandy	Abigale
Cool for [him/her] maybe. How would you like to be stuck on a wall?	Legal para [ele/ela] talvez. Você não gostaria de ficar preso numa parede.	dialogue	Abyssal demon head	Abyssal demon
Have you considered visitingTHE ABYSS?	Você já considerou visitar O ABISMO?	dialogue	Abyssal demon head	Abyssal demon
I bet you just rush through it though. Everyone there is in such a rush. No one stops to appreciate the beauty ofTHE ABYSS.	Aposto que você só vai lá rushando, porém. Todo mundo lá parece apressado. Ninguém para para apreciar a beleza DO ABISMO.	dialogue	Abyssal demon head	Abyssal demon
Death is a small thing compared to the beauty ofTHE ABYSS.	A morte não é nada comparada à beleza DO ABISMO.	dialogue	Abyssal demon head	Abyssal demon
Poor deluded fool. There is no hope for you at all.	Pobre idiota iludido, não há esperança para você.	dialogue	Abyssal demon head	Abyssal demon
But does not the fear contribute to your appreciation ofTHE ABYSS?	Mas o medo não ajuda na sua apreciação pelo ABISMO?	dialogue	Abyssal demon head	Abyssal demon
Poor human. You must not judgeTHE ABYSSby the standards of this world. You must learn to embrace your fear as part of the experience ofTHE ABYSS.	Pobre humano, você não deve julgar O ABISMO pelos olhos deste mundo. Você deve aprender a controlar seu medo como parte da experiência padrão do ABISMO.	dialogue	Abyssal demon head	Abyssal demon
Then you should enhance them further by raising the stakes. Next time you go toTHE ABYSSyou should take all your most valuable items with you.	Então você deve realçar eles ainda mais ao aumentar o risco. Da próxima vez que você for ao ABISMO, leve todos os seus itens valiosos com você.	dialogue	Abyssal demon head	Abyssal demon
You must take all your gold and all your most valued items, and take them intoTHE ABYSSwithout weapons or armour.	Você deve levar todo o seu dinheiro e todos os seus itens preciosos, e levá-los ao ABISMO sem arma ou armadura.	dialogue	Abyssal demon head	Abyssal demon
You'll get anABYSSAL WHIPPING!	Você vai ser CHICOTEADO no ABISMO.	dialogue	Abyssal demon head	Abyssal demon
Cool for [him/her] maybe. How would you like to be stuck on a wall?	Legal para [ele/ela] talvez. Você não gostaria de ficar preso numa parede.	dialogue	Abyssal demon head (mounted)	Abyssal demon
Have you considered visitingTHE ABYSS?	Você já considerou visitar O ABISMO?	dialogue	Abyssal demon head (mounted)	Abyssal demon
I bet you just rush through it though. Everyone there is in such a rush. No one stops to appreciate the beauty ofTHE ABYSS.	Aposto que você só vai lá rushando, porém. Todo mundo lá parece apressado. Ninguém para para apreciar a beleza DO ABISMO.	dialogue	Abyssal demon head (mounted)	Abyssal demon
Death is a small thing compared to the beauty ofTHE ABYSS.	A morte não é nada comparada à beleza DO ABISMO.	dialogue	Abyssal demon head (mounted)	Abyssal demon
Poor deluded fool. There is no hope for you at all.	Pobre idiota iludido, não há esperança para você.	dialogue	Abyssal demon head (mounted)	Abyssal demon
But does not the fear contribute to your appreciation ofTHE ABYSS?	Mas o medo não ajuda na sua apreciação pelo ABISMO?	dialogue	Abyssal demon head (mounted)	Abyssal demon
Poor human. You must not judgeTHE ABYSSby the standards of this world. You must learn to embrace your fear as part of the experience ofTHE ABYSS.	Pobre humano, você não deve julgar O ABISMO pelos olhos deste mundo. Você deve aprender a controlar seu medo como parte da experiência padrão do ABISMO.	dialogue	Abyssal demon head (mounted)	Abyssal demon
Then you should enhance them further by raising the stakes. Next time you go toTHE ABYSSyou should take all your most valuable items with you.	Então você deve realçar eles ainda mais ao aumentar o risco. Da próxima vez que você for ao ABISMO, leve todos os seus itens valiosos com você.	dialogue	Abyssal demon head (mounted)	Abyssal demon
You must take all your gold and all your most valued items, and take them intoTHE ABYSSwithout weapons or armour.	Você deve levar todo o seu dinheiro e todos os seus itens preciosos, e levá-los ao ABISMO sem arma ou armadura.	dialogue	Abyssal demon head (mounted)	Abyssal demon
You'll get anABYSSAL WHIPPING!	Você vai ser CHICOTEADO no ABISMO.	dialogue	Abyssal demon head (mounted)	Abyssal demon
I visit the abyss all the time	Eu visito o Abismo o tempo todo	dialogue	Abyssal demon head	Abyssal demon head
I have to run through quickly or I'll die	Eu tenho que passar rapidamente, senão eu morro	dialogue	Abyssal demon head	Abyssal demon head
The abyss looks pretty ugly to me	O Abismo parece bem feio pra mim	dialogue	Abyssal demon head	Abyssal demon head
It's too scary for me	É assustador demais para mim	dialogue	Abyssal demon head	Abyssal demon head
No, it's just scary	Não, é só assustador	dialogue	Abyssal demon head	Abyssal demon head
I suppose fear does heighten the senses	Suponho que o medo realça os sentidos	dialogue	Abyssal demon head	Abyssal demon head
Could I get an abyssal whip?	Posso pegar um chicote abissal?	dialogue	Abyssal demon head	Abyssal demon head
I visit the abyss all the time	Eu visito o Abismo o tempo todo	dialogue	Abyssal demon head (mounted)	Abyssal demon head (mounted)
I have to run through quickly or I'll die	Eu tenho que passar rapidamente, senão eu morro	dialogue	Abyssal demon head (mounted)	Abyssal demon head (mounted)
The abyss looks pretty ugly to me	O Abismo parece bem feio pra mim	dialogue	Abyssal demon head (mounted)	Abyssal demon head (mounted)
It's too scary for me	É assustador demais para mim	dialogue	Abyssal demon head (mounted)	Abyssal demon head (mounted)
No, it's just scary	Não, é só assustador	dialogue	Abyssal demon head (mounted)	Abyssal demon head (mounted)
I suppose fear does heighten the senses	Suponho que o medo realça os sentidos	dialogue	Abyssal demon head (mounted)	Abyssal demon head (mounted)
Could I get an abyssal whip?	Posso pegar um chicote abissal?	dialogue	Abyssal demon head (mounted)	Abyssal demon head (mounted)
